customer_id,name,email,country,effective_from,effective_to,is_current
318,Noa Bos,noa.bos600@retail.co.uk,DE,2025-02-01,2025-06-26,0
318,Noa Bos,noa.bos600@retail.co.uk,FR,2025-06-26,,1
319,Chris Kok,chris.kok630@corp.local,DE,2025-02-22,,1
320,Noa Bos,noà.bos188@màil.nl,FR,2024-11-23,,1
321,Sanne De Vries,sanne.de.vries243@example.com,NL,2025-03-16,,1
322,Finn Maas,finn.maas514@example.com,DE,2024-12-14,,1
323,Lars Willems,làrs.willéms204@rétàil.co.uk,BE,2025-01-11,,1
324,Taylor De Vries,taylor.de.vries527@mail.nl,DE,2025-01-15,,1
325,Taylor Scholten,tàylor.scholtén693@rétàil.co.uk,NL,2025-03-07,,1
326,Luuk De Vries,luuk.de.vries234@retail.co.uk,BE,2025-02-07,2025-06-13,0
326,Luuk De Vries,luuk.de.vries234@retail.co.uk,FR,2025-06-13,,1
327,Casey Hendriks,casey.hendriks229@shop.eu,NL,2025-03-08,,1
328,Casey Mulder,casey.mulder209@corp.local,DE,2025-01-14,2025-09-30,0
328,Casey Mulder,casey.mulder209@corp.local,BE,2025-09-30,,1
329,Sanne Hendriks,sanne.hendriks697@corp.local,FR,2025-02-25,,1
330,Casey Mulder,casey.mulder432@shop.eu,NL,2025-02-09,2025-06-23,0
330,Casey Mulder,casey.mulder432@shop.eu,UK,2025-06-23,,1
331,Lars Hendriks,lars.hendriks799@corp.local,DE,2024-12-26,,1
332,Eva Hendriks,eva.hendriks216@example.com,FR,2024-12-19,,1
333,Eva Klein,eva.klein466@corp.local,NL,2025-01-27,,1
334,Robin Jansen,robin.jansen700@corp.local,FR,2024-12-29,2025-07-21,0
334,Robin Jansen,robin.jansen700@corp.local,DE,2025-07-21,,1
335,Luuk de Boer,luuk.de.boer206@example.com,FR,2024-12-07,,1
336,Jordan Vos,jordan.vos466@corp.local,UK,2024-12-20,,1
337,Jordan Visser,jordan.visser834@corp.local,NL,2025-03-12,,1
338,Jordan Kuipers,jordan.kuipers781@example.com,DE,2024-12-05,,1
339,Jordan Kuipers,jordan.kuipers954@retail.co.uk,DE,2025-01-13,,1
340,Chris Visser,,FR,2025-01-04,,1
341,Sanne Kuipers,sanne.kuipers199@example.com,UK,2025-01-08,,1
342,Finn van Dijk,finn.van.dijk460@shop.eu,UK,2024-12-22,2025-05-14,0
342,Finn van Dijk,finn.van.dijk460@shop.eu,NL,2025-05-14,,1
343,Noa de Boer,noa.de.boer174@example.com,DE,2025-01-06,,1
344,Kai Maas,kai.maas309@corp.local,FR,2025-01-15,,1
345,Lars de Boer,lars.de.boer838@retail.co.uk,UK,2025-02-03,2025-10-13,0
345,Lars de Boer,lars.de.boer838@retail.co.uk,DE,2025-10-13,,1
346,Kai van Leeuwen,,FR,2024-12-11,2025-05-21,0
346,Kai van Leeuwen,,BE,2025-05-21,,1
347,Eva Meijer,eva.meijer19@mail.nl,UK,2025-02-10,,1
348,Romy Kok,romy.kok946@mail.nl,NL,2025-02-08,,1
349,Taylor Willems,taylor.willems979@mail.nl,NL,2025-03-12,,1
350,Alex Peters,alex.peters762@example.com,UK,2024-12-07,,1
351,Jordan Visser,jordan.visser402@retail.co.uk,NL,2024-12-06,2025-05-03,0
351,Jordan Visser,jordan.visser402@retail.co.uk,DE,2025-05-03,,1
352,Casey Meijer,casey.meijer50@retail.co.uk,BE,2025-03-14,,1
353,Eva Peters,eva.peters917@corp.local,FR,2025-01-17,,1
354,Avery Kuipers,àvéry.kuipérs242@shop.éu,DE,2025-03-02,,1
355,Milan van Leeuwen,milan.van.leeuwen381@mail.nl,UK,2025-01-09,2025-10-06,0
355,Milan van Leeuwen,milan.van.leeuwen381@mail.nl,NL,2025-10-06,,1
356,Kai De Vries,kai.de.vries148@corp.local,BE,2024-11-22,,1
357,Drew Mulder,drew.mulder978@corp.local,FR,2024-11-21,,1
358,Romy Hendriks,romy.hendriks466@shop.eu,NL,2025-01-08,,1
359,Avery Bos,avery.bos380@retail.co.uk,UK,2025-02-19,,1
360,Romy van Dijk,romy.van.dijk757@shop.eu,NL,2025-01-29,,1
361,Lars Visser,lars.visser757@example.com,NL,2025-02-11,2025-10-26,0
361,Lars Visser,lars.visser757@example.com,BE,2025-10-26,,1
362,Alex Bos,alex.bos510@example.com,NL,2025-01-31,,1
363,Casey Bos,casey.bos102@retail.co.uk,NL,2025-01-25,,1
364,Noa Klein,noa.klein767@retail.co.uk,BE,2024-12-10,,1
365,Taylor Smit,taylor.smit516@mail.nl,NL,2025-02-06,2025-06-18,0
365,Taylor Smit,taylor.smit516@mail.nl,DE,2025-06-18,,1
366,Jordan Visser,jordan.visser697@corp.local,DE,2025-03-10,,1
367,Finn Kuipers,finn.kuipérs288@éxàmplé.com,BE,2024-12-30,2025-06-11,0
367,Finn Kuipers,finn.kuipérs288@éxàmplé.com,NL,2025-06-11,,1
368,Lars Meijer,lars.meijer147@corp.local,FR,2025-01-29,,1
369,Milan Meijer,,UK,2025-03-02,,1
370,Kai Vos,kai.vos864@mail.nl,NL,2025-01-03,,1
371,Lars Maas,lars.maas385@corp.local,DE,2025-02-25,,1
372,Eva Jansen,eva.jansen887@example.com,DE,2024-12-24,,1
373,Sam van Dijk,sam.van.dijk332@mail.nl,FR,2024-12-04,,1
374,Casey Jansen,casey.jansen39@shop.eu,BE,2025-02-21,,1
375,Kai Klein,kai.klein365@retail.co.uk,NL,2025-01-17,,1
376,Sam Kok,sam.kok481@retail.co.uk,NL,2024-12-22,,1
377,Sam van Leeuwen,sam.van.leeuwen686@corp.local,BE,2025-03-03,,1
378,Chris Kuipers,,BE,2025-03-05,,1
379,Drew Bakker,,BE,2024-12-26,,1
380,Drew Hendriks,dréw.héndriks538@màil.nl,BE,2024-11-25,,1
381,Taylor Mulder,taylor.mulder309@retail.co.uk,UK,2025-02-21,,1
382,Jesse Visser,jesse.visser539@mail.nl,UK,2024-12-05,,1
383,Kai van Dijk,,FR,2025-02-14,,1
384,Sanne Bakker,sanne.bakker79@retail.co.uk,DE,2024-12-12,,1
385,Casey Vos,,NL,2025-03-17,,1
386,Jordan Visser,jordan.visser645@shop.eu,UK,2025-03-10,,1
387,Casey Mulder,casey.mulder245@mail.nl,UK,2024-12-30,,1
388,Chris Bos,chris.bos87@example.com,UK,2025-02-05,,1
389,Sanne Klein,sanne.klein37@mail.nl,UK,2024-12-13,,1
390,Chris Maas,chris.maas841@retail.co.uk,UK,2025-01-13,,1
391,Casey Smit,casey.smit156@retail.co.uk,NL,2025-03-08,,1
392,Sanne Bos,sànné.bos783@éxàmplé.com,NL,2025-03-04,,1
393,Jordan Hendriks,jordan.hendriks146@corp.local,UK,2025-01-01,,1
394,Finn Mulder,finn.mulder225@shop.eu,NL,2024-12-16,,1
395,Jesse Peters,,BE,2024-12-18,,1
396,Avery Bos,avery.bos745@shop.eu,UK,2025-02-11,,1
397,Kai van Leeuwen,kai.van.leeuwen564@example.com,BE,2024-12-30,,1
398,Sanne Mulder,,UK,2025-03-04,,1
399,Jordan Scholten,,BE,2024-12-09,2025-09-09,0
399,Jordan Scholten,,NL,2025-09-09,,1
400,Sam De Vries,sàm.dé.vriés611@shop.éu,NL,2024-11-19,,1
401,Jordan Mulder,jordan.mulder122@mail.nl,UK,2025-03-14,,1
402,Milan Willems,milan.willems16@retail.co.uk,BE,2025-02-13,,1
403,Drew Willems,drew.willems852@shop.eu,UK,2025-01-04,2025-06-05,0
403,Drew Willems,drew.willems852@shop.eu,NL,2025-06-05,,1
404,Sam Maas,sàm.mààs117@corp.locàl,BE,2025-02-15,,1
405,Chris Kuipers,,BE,2025-01-08,,1
406,Sanne Peters,sanne.peters929@retail.co.uk,NL,2025-02-26,2025-11-03,0
406,Sanne Peters,sanne.peters929@retail.co.uk,DE,2025-11-03,,1
407,Alex van Dijk,alex.van.dijk37@example.com,BE,2025-02-08,,1
408,Milan Smit,,FR,2024-11-24,2025-07-31,0
408,Milan Smit,,BE,2025-07-31,,1
409,Casey Visser,casey.visser754@shop.eu,BE,2025-03-12,,1
410,Taylor de Boer,taylor.de.boer584@corp.local,NL,2025-03-06,,1
411,Drew Klein,drew.klein969@retail.co.uk,UK,2025-02-22,,1
412,Noa Smit,noa.smit299@corp.local,NL,2025-02-23,,1
413,Eva Smit,eva.smit907@example.com,NL,2025-01-30,2025-09-27,0
413,Eva Smit,eva.smit907@example.com,UK,2025-09-27,,1
414,Alex Maas,alex.maas143@retail.co.uk,BE,2024-12-12,,1
415,Sam Kuipers,sam.kuipers520@shop.eu,DE,2025-02-18,,1
416,Chris Bakker,chris.bakker576@retail.co.uk,BE,2025-01-10,,1
417,Lars Mulder,lars.mulder193@retail.co.uk,NL,2025-02-04,,1
418,Milan van Dijk,milan.van.dijk23@corp.local,BE,2024-12-08,,1
419,Eva van Leeuwen,,UK,2025-01-15,,1
420,Milan Bos,milan.bos361@shop.eu,FR,2025-02-24,2025-10-28,0
420,Milan Bos,milan.bos361@shop.eu,UK,2025-10-28,,1
421,Taylor Kok,taylor.kok506@example.com,UK,2025-01-27,,1
422,Jesse Peters,jesse.peters485@retail.co.uk,UK,2024-11-23,,1
423,Drew Smit,,BE,2025-02-13,2025-08-02,0
423,Drew Smit,,NL,2025-08-02,,1
424,Jordan van Leeuwen,jordan.van.leeuwen393@mail.nl,FR,2025-01-07,2025-07-05,0
424,Jordan van Leeuwen,jordan.van.leeuwen393@mail.nl,DE,2025-07-05,,1
425,Sam Meijer,sam.meijer167@corp.local,UK,2024-11-28,,1
426,Chris Maas,chris.maas277@shop.eu,UK,2025-01-18,,1
427,Drew Meijer,drew.meijer817@corp.local,DE,2025-01-07,,1
428,Sam van Leeuwen,sam.van.leeuwen84@corp.local,FR,2025-03-01,2025-10-10,0
428,Sam van Leeuwen,sam.van.leeuwen84@corp.local,NL,2025-10-10,,1
429,Chris Kok,,FR,2025-03-07,,1
430,Jordan Scholten,jordàn.scholtén805@màil.nl,DE,2025-01-05,,1
431,Lars Klein,lars.klein391@example.com,UK,2024-12-09,,1
432,Drew Kuipers,,FR,2025-02-02,2025-07-05,0
432,Drew Kuipers,,UK,2025-07-05,,1
433,Taylor van Dijk,taylor.van.dijk187@retail.co.uk,FR,2025-03-15,,1
434,Kai Mulder,kài.muldér916@rétàil.co.uk,DE,2025-03-02,,1
435,Noa Meijer,,NL,2024-12-05,,1
436,Milan Scholten,milan.scholten915@example.com,NL,2025-02-12,,1
437,Robin Meijer,robin.meijer985@retail.co.uk,FR,2024-12-11,,1
438,Kai Peters,kai.peters756@retail.co.uk,FR,2025-03-16,,1
439,Avery Kok,avery.kok316@mail.nl,UK,2025-02-06,,1
440,Jordan Kuipers,jordàn.kuipérs295@éxàmplé.com,UK,2025-03-08,,1
441,Finn Scholten,,BE,2025-03-07,,1
442,Kai Hendriks,kai.hendriks644@retail.co.uk,NL,2025-02-25,,1
443,Alex Willems,,NL,2025-01-12,,1
444,Sam Hendriks,sam.hendriks299@corp.local,DE,2024-12-26,,1
445,Jesse Vos,jesse.vos233@retail.co.uk,FR,2025-01-12,,1
446,Sanne Maas,,BE,2024-12-21,,1
447,Lars de Boer,lars.de.boer624@mail.nl,UK,2025-01-22,,1
448,Sam Bakker,sam.bakker145@shop.eu,BE,2025-01-16,,1
449,Sam van Dijk,sam.van.dijk963@shop.eu,FR,2025-01-06,,1
450,Milan Jansen,milan.jansen888@example.com,UK,2024-12-18,,1
451,Jordan Scholten,jordan.scholten922@corp.local,FR,2024-12-08,,1
452,Kai Visser,kai.visser767@mail.nl,BE,2025-01-06,,1
453,Milan Scholten,,NL,2025-01-18,,1
454,Sanne Kok,sanne.kok481@retail.co.uk,FR,2025-01-20,,1
455,Jesse de Boer,jesse.de.boer505@example.com,FR,2025-03-10,,1
456,Milan Peters,milan.peters567@mail.nl,BE,2024-12-26,,1
457,Avery Bakker,avery.bakker24@shop.eu,DE,2024-11-23,,1
458,Luuk Hendriks,luuk.hendriks432@shop.eu,UK,2024-11-18,,1
459,Romy Bos,,BE,2025-03-04,2025-08-04,0
459,Romy Bos,,NL,2025-08-04,,1
460,Chris van Dijk,chris.van.dijk746@mail.nl,BE,2025-01-09,,1
461,Finn Peters,finn.pétérs503@shop.éu,NL,2024-11-25,,1
462,Robin Vos,robin.vos94@retail.co.uk,FR,2025-02-13,,1
463,Milan van Leeuwen,milan.van.leeuwen654@mail.nl,BE,2025-02-11,2025-08-03,0
463,Milan van Leeuwen,milan.van.leeuwen654@mail.nl,NL,2025-08-03,,1
464,Finn De Vries,finn.de.vries567@shop.eu,NL,2025-03-09,2025-08-13,0
464,Finn De Vries,finn.de.vries567@shop.eu,UK,2025-08-13,,1
465,Jesse Scholten,jesse.scholten315@retail.co.uk,BE,2025-02-05,,1
466,Lars Peters,lars.peters299@corp.local,BE,2024-12-30,,1
467,Jordan van Dijk,jordan.van.dijk699@corp.local,DE,2025-02-01,,1
468,Jamie Willems,jamie.willems103@shop.eu,DE,2024-12-17,,1
469,Romy Maas,,NL,2025-01-16,,1
470,Jordan Willems,jordan.willems220@example.com,NL,2025-03-13,,1
471,Jesse Scholten,jesse.scholten533@retail.co.uk,DE,2025-01-04,,1
472,Eva Mulder,eva.mulder934@corp.local,FR,2024-12-31,,1
473,Romy Maas,romy.maas729@shop.eu,FR,2025-01-12,,1
474,Jamie De Vries,jamie.de.vries783@corp.local,NL,2025-02-22,2025-07-22,0
474,Jamie De Vries,jamie.de.vries783@corp.local,BE,2025-07-22,,1
475,Taylor de Boer,taylor.de.boer767@example.com,BE,2024-12-20,,1
476,Noa Peters,noa.peters656@example.com,FR,2024-12-19,,1
477,Jordan Kuipers,jordan.kuipers378@shop.eu,DE,2024-12-27,,1
478,Luuk van Leeuwen,luuk.van.leeuwen204@example.com,FR,2024-12-31,,1
479,Jordan Klein,jordan.klein239@shop.eu,BE,2024-12-17,,1
480,Milan Scholten,milàn.scholtén814@éxàmplé.com,UK,2025-01-05,,1
481,Eva Kok,eva.kok344@mail.nl,UK,2024-12-27,,1
482,Jesse Willems,jesse.willems266@retail.co.uk,BE,2025-01-22,,1
483,Kai Jansen,kai.jansen132@corp.local,NL,2025-01-03,,1
484,Sam de Boer,sam.de.boer601@corp.local,FR,2025-01-18,,1
485,Luuk van Leeuwen,luuk.van.leeuwen659@shop.eu,BE,2024-11-26,,1
486,Finn Kuipers,finn.kuipers893@retail.co.uk,NL,2025-03-09,,1
487,Robin Willems,,UK,2025-03-05,2025-09-08,0
487,Robin Willems,,FR,2025-09-08,,1
488,Romy Bakker,romy.bakker82@corp.local,BE,2025-02-06,,1
489,Chris Kuipers,chris.kuipérs765@màil.nl,NL,2025-01-27,,1
490,Eva Bos,évà.bos719@corp.locàl,FR,2025-01-22,,1
491,Eva Mulder,eva.mulder822@example.com,BE,2025-03-03,,1
492,Sanne Hendriks,sanne.hendriks563@shop.eu,FR,2025-01-23,,1
493,Kai Bos,kai.bos896@example.com,FR,2025-03-04,,1
494,Robin Bos,robin.bos703@shop.eu,UK,2025-03-02,,1
495,Jordan Peters,jordan.peters923@shop.eu,BE,2024-12-21,,1
496,Jesse Jansen,jesse.jansen114@mail.nl,UK,2025-01-15,2025-08-07,0
496,Jesse Jansen,jesse.jansen114@mail.nl,BE,2025-08-07,,1
497,Noa Maas,,DE,2024-12-12,,1
498,Romy Bos,romy.bos795@corp.local,DE,2024-12-19,2025-06-20,0
498,Romy Bos,romy.bos795@corp.local,BE,2025-06-20,,1
499,Kai Bakker,kai.bakker866@retail.co.uk,DE,2025-01-17,,1
500,Alex Vos,alex.vos758@example.com,DE,2025-02-15,2025-07-04,0
500,Alex Vos,alex.vos758@example.com,BE,2025-07-04,,1
501,Robin van Leeuwen,robin.van.leeuwen351@corp.local,NL,2025-02-28,,1
502,Finn Meijer,finn.meijer642@retail.co.uk,FR,2025-03-05,,1
503,Drew van Leeuwen,drew.van.leeuwen495@mail.nl,NL,2024-12-30,,1
504,Eva Kuipers,évà.kuipérs172@rétàil.co.uk,UK,2025-01-01,,1
505,Jamie Kok,jamie.kok880@corp.local,FR,2025-01-15,,1
506,Romy Vos,romy.vos795@retail.co.uk,DE,2024-12-29,,1
507,Lars De Vries,lars.de.vries842@retail.co.uk,FR,2024-12-21,,1
508,Jordan De Vries,jordan.de.vries377@retail.co.uk,DE,2025-02-01,,1
509,Jordan De Vries,jordan.de.vries984@retail.co.uk,NL,2024-12-07,,1
510,Sanne Bos,sànné.bos676@corp.locàl,NL,2025-01-17,,1
511,Avery Kuipers,avery.kuipers21@example.com,BE,2024-12-29,,1
512,Eva Kok,,DE,2025-02-13,,1
513,Noa Bos,noa.bos600@example.com,UK,2025-02-05,,1
514,Lars Smit,làrs.smit194@shop.éu,DE,2025-03-06,,1
515,Taylor Kuipers,taylor.kuipers995@mail.nl,NL,2025-01-04,,1
516,Casey Bos,casey.bos715@shop.eu,NL,2025-02-25,2025-10-04,0
516,Casey Bos,casey.bos715@shop.eu,FR,2025-10-04,,1
517,Robin Bos,robin.bos309@corp.locàl,BE,2025-03-13,,1
518,Milan Meijer,,UK,2024-12-07,,1
519,Noa Maas,noa.maas714@example.com,NL,2024-11-28,,1
520,Finn Bakker,finn.bakker24@example.com,BE,2024-12-20,,1
521,Robin Mulder,robin.mulder928@corp.local,BE,2024-11-25,,1
522,Drew van Leeuwen,drew.van.leeuwen743@mail.nl,BE,2025-02-21,,1
523,Taylor Kuipers,taylor.kuipers265@example.com,DE,2025-02-16,,1
524,Eva Kuipers,,UK,2024-12-08,,1
525,Noa Visser,noa.visser953@mail.nl,DE,2024-12-17,2025-07-22,0
525,Noa Visser,noa.visser953@mail.nl,NL,2025-07-22,,1
526,Drew Jansen,drew.jansen480@mail.nl,BE,2025-02-15,,1
527,Jesse de Boer,jesse.de.boer459@shop.eu,BE,2025-01-08,,1
528,Sam van Leeuwen,,BE,2025-01-28,,1
529,Eva De Vries,eva.de.vries995@shop.eu,FR,2024-12-24,2025-05-29,0
529,Eva De Vries,eva.de.vries995@shop.eu,DE,2025-05-29,,1
530,Alex Bakker,,UK,2025-02-10,,1
531,Chris van Dijk,chris.van.dijk725@example.com,FR,2025-01-21,,1
532,Sanne van Leeuwen,sanne.van.leeuwen533@retail.co.uk,DE,2025-02-10,,1
533,Kai Klein,kai.klein15@corp.local,FR,2025-01-11,,1
534,Avery Mulder,avery.mulder86@example.com,FR,2024-12-03,,1
535,Noa Jansen,noa.jansen303@mail.nl,UK,2024-11-30,,1
536,Milan Klein,milan.klein591@corp.local,NL,2025-01-14,,1
537,Lars Maas,,FR,2024-12-07,2025-08-15,0
537,Lars Maas,,BE,2025-08-15,,1
538,Casey Kok,,UK,2025-02-03,,1
539,Robin Mulder,robin.mulder17@example.com,FR,2024-12-04,,1
540,Lars Willems,làrs.willéms499@màil.nl,DE,2025-01-14,,1
541,Jordan van Dijk,jordan.van.dijk171@retail.co.uk,UK,2025-01-07,,1
542,Jordan Bos,jordan.bos788@retail.co.uk,NL,2025-02-03,2025-10-15,0
542,Jordan Bos,jordan.bos788@retail.co.uk,DE,2025-10-15,,1
543,Luuk Visser,,BE,2025-01-20,,1
544,Jordan Mulder,jordàn.muldér499@màil.nl,DE,2025-02-13,,1
545,Sam Visser,sam.visser980@retail.co.uk,DE,2025-02-21,,1
546,Milan Klein,milan.klein641@shop.eu,BE,2025-03-03,2025-11-03,0
546,Milan Klein,milan.klein641@shop.eu,NL,2025-11-03,,1
547,Romy Kok,romy.kok780@corp.local,FR,2025-02-16,,1
548,Luuk Smit,,FR,2025-02-05,,1
549,Jesse Kok,jesse.kok89@corp.local,FR,2025-01-18,,1
550,Jesse Bakker,jesse.bakker875@example.com,UK,2024-12-11,,1
551,Eva Smit,eva.smit743@corp.local,BE,2025-02-01,,1
552,Avery Mulder,avery.mulder988@mail.nl,BE,2025-02-03,,1
553,Romy Peters,romy.peters530@example.com,UK,2024-12-09,,1
554,Noa Maas,,FR,2025-01-26,,1
555,Luuk Maas,,NL,2025-01-23,,1
556,Milan Scholten,milan.scholten583@retail.co.uk,FR,2024-11-24,,1
557,Drew Maas,drew.maas930@example.com,NL,2024-11-26,,1
558,Romy Klein,romy.klein712@mail.nl,BE,2024-12-06,,1
559,Jesse Peters,jesse.peters753@example.com,BE,2024-12-15,,1
560,Eva Kok,eva.kok190@corp.local,FR,2025-01-13,,1
561,Noa Bakker,noa.bakker611@shop.eu,NL,2024-12-22,,1
562,Jamie van Leeuwen,jamie.van.leeuwen767@corp.local,BE,2024-12-09,,1
563,Jordan Kuipers,jordan.kuipers589@shop.eu,NL,2024-12-12,2025-07-27,0
563,Jordan Kuipers,jordan.kuipers589@shop.eu,BE,2025-07-27,,1
564,Lars Vos,làrs.vos769@màil.nl,UK,2024-11-30,,1
565,Milan Maas,milan.maas426@example.com,NL,2025-03-08,,1
566,Robin Mulder,robin.mulder611@mail.nl,BE,2025-02-11,,1
567,Kai Bakker,kai.bakker561@example.com,DE,2025-02-12,,1
568,Chris Bakker,chris.bakker94@shop.eu,NL,2025-03-09,,1
569,Finn Willems,,BE,2025-02-07,,1
570,Jamie van Dijk,jamie.van.dijk654@example.com,BE,2025-01-30,,1
571,Milan Meijer,milan.meijer339@example.com,DE,2025-01-06,,1
572,Alex van Dijk,alex.van.dijk534@mail.nl,BE,2024-12-02,,1
573,Kai Visser,kai.visser82@retail.co.uk,DE,2025-02-15,,1
574,Jesse Mulder,jesse.mulder535@retail.co.uk,BE,2025-03-07,,1
575,Sam Peters,sam.peters816@mail.nl,BE,2025-03-10,,1
576,Sam Mulder,,DE,2025-01-07,,1
577,Romy Bos,romy.bos640@mail.nl,DE,2025-02-03,,1
578,Luuk Scholten,luuk.scholten726@shop.eu,UK,2025-02-14,,1
579,Drew Kuipers,drew.kuipers965@mail.nl,BE,2024-11-27,2025-05-22,0
579,Drew Kuipers,drew.kuipers965@mail.nl,DE,2025-05-22,,1
580,Casey de Boer,,FR,2024-11-30,,1
581,Luuk Kok,luuk.kok42@mail.nl,NL,2024-12-19,,1
582,Sanne Mulder,sanne.mulder991@corp.local,NL,2025-02-16,,1
583,Sanne Kuipers,sanne.kuipers415@shop.eu,NL,2024-12-20,,1
584,Sanne Klein,sanne.klein132@example.com,NL,2024-12-20,,1
585,Avery de Boer,avery.de.boer362@retail.co.uk,DE,2025-03-14,,1
586,Finn Bos,finn.bos934@mail.nl,BE,2025-02-04,,1
587,Luuk Smit,luuk.smit290@shop.eu,BE,2025-01-23,,1
588,Casey Peters,casey.peters295@corp.local,NL,2025-03-05,2025-11-02,0
588,Casey Peters,casey.peters295@corp.local,BE,2025-11-02,,1
589,Chris Scholten,chris.scholten933@shop.eu,FR,2025-01-05,,1
590,Drew Kuipers,drew.kuipers368@shop.eu,FR,2024-11-24,,1
591,Avery Maas,avery.maas189@example.com,FR,2024-11-25,,1
592,Jordan Hendriks,jordan.hendriks497@example.com,DE,2025-01-07,,1
593,Taylor van Dijk,tàylor.vàn.dijk209@shop.éu,BE,2024-12-23,,1
594,Noa Hendriks,noa.hendriks644@shop.eu,NL,2024-12-08,,1
595,Kai Meijer,kai.meijer575@corp.local,BE,2024-11-19,,1
596,Jordan Bos,jordan.bos683@retail.co.uk,BE,2024-11-19,,1
597,Alex Mulder,alex.mulder306@corp.local,NL,2024-11-22,,1
598,Noa van Leeuwen,noa.van.leeuwen974@example.com,BE,2025-01-02,,1
599,Jordan de Boer,jordan.de.boer403@mail.nl,NL,2025-01-13,,1
600,Kai Hendriks,kài.héndriks458@shop.éu,FR,2025-03-14,,1
601,Eva Mulder,eva.mulder428@retail.co.uk,BE,2025-02-23,,1
602,Jesse Kuipers,jesse.kuipers943@example.com,NL,2025-02-27,,1
603,Robin Jansen,robin.jansen211@shop.eu,DE,2024-11-19,,1
604,Kai van Dijk,kai.van.dijk302@retail.co.uk,NL,2025-03-12,,1
605,Chris De Vries,chris.de.vries281@shop.eu,DE,2024-11-24,,1
606,Jesse Peters,,DE,2024-12-01,,1
607,Eva Bos,,BE,2025-02-26,,1
608,Eva van Leeuwen,eva.van.leeuwen76@example.com,BE,2024-12-05,,1
609,Luuk Scholten,luuk.scholten878@shop.eu,UK,2025-01-03,,1
610,Romy Hendriks,romy.hendriks928@example.com,NL,2025-03-17,,1
611,Jordan Bos,jordan.bos916@retail.co.uk,DE,2025-02-03,,1
612,Taylor Kuipers,taylor.kuipers905@shop.eu,NL,2024-12-09,,1
613,Chris De Vries,chris.de.vries430@shop.eu,UK,2024-12-30,2025-05-13,0
613,Chris De Vries,chris.de.vries430@shop.eu,FR,2025-05-13,,1
614,Finn Vos,finn.vos222@example.com,DE,2025-01-05,,1
615,Jordan Peters,jordan.peters747@shop.eu,BE,2024-12-06,,1
616,Sanne Bakker,sanne.bakker762@shop.eu,NL,2025-01-29,2025-06-19,0
616,Sanne Bakker,sanne.bakker762@shop.eu,DE,2025-06-19,,1
617,Finn de Boer,finn.de.boer321@retail.co.uk,UK,2024-11-22,,1
618,Noa Kok,noa.kok10@shop.eu,UK,2024-12-02,2025-04-23,0
618,Noa Kok,noa.kok10@shop.eu,DE,2025-04-23,,1
619,Sanne Hendriks,sanne.hendriks437@retail.co.uk,BE,2024-12-25,2025-05-28,0
619,Sanne Hendriks,sanne.hendriks437@retail.co.uk,FR,2025-05-28,,1
620,Kai Visser,kài.vissér248@éxàmplé.com,DE,2025-03-04,,1
621,Luuk Hendriks,luuk.hendriks356@corp.local,FR,2025-01-19,,1
622,Taylor Bos,taylor.bos751@corp.local,BE,2024-12-21,,1
623,Kai Bos,kai.bos573@shop.eu,NL,2025-01-20,2025-09-04,0
623,Kai Bos,kai.bos573@shop.eu,DE,2025-09-04,,1
624,Romy Kok,romy.kok170@retail.co.uk,BE,2025-01-01,,1
625,Lars Bos,lars.bos142@corp.local,UK,2025-02-26,2025-11-10,0
625,Lars Bos,lars.bos142@corp.local,DE,2025-11-10,,1
626,Sanne Hendriks,sanne.hendriks88@example.com,NL,2025-03-03,,1
627,Milan Klein,milan.klein561@corp.local,UK,2025-02-19,,1
628,Jesse Kok,jesse.kok321@example.com,BE,2024-12-26,,1
629,Taylor De Vries,taylor.de.vries878@mail.nl,DE,2025-02-03,,1
630,Jamie Scholten,jamie.scholten444@retail.co.uk,FR,2025-01-07,,1
631,Taylor Hendriks,tàylor.héndriks120@corp.locàl,UK,2024-12-08,,1
632,Sanne De Vries,sànné.dé.vriés442@rétàil.co.uk,DE,2024-11-24,2025-05-13,0
632,Sanne De Vries,sànné.dé.vriés442@rétàil.co.uk,FR,2025-05-13,,1
633,Jamie Hendriks,jamie.hendriks75@example.com,BE,2025-01-18,2025-06-14,0
633,Jamie Hendriks,jamie.hendriks75@example.com,NL,2025-06-14,,1
634,Robin Willems,robin.willems509@corp.local,DE,2025-01-15,,1
635,Jordan Mulder,jordan.mulder474@shop.eu,UK,2025-01-28,,1
636,Avery Kuipers,avery.kuipers899@retail.co.uk,BE,2025-03-12,,1
637,Taylor Klein,taylor.klein310@mail.nl,FR,2025-01-05,,1
638,Chris Peters,chris.peters953@retail.co.uk,BE,2025-01-05,2025-06-08,0
638,Chris Peters,chris.peters953@retail.co.uk,DE,2025-06-08,,1
639,Chris Jansen,chris.jànsén530@shop.éu,UK,2024-11-30,2025-06-13,0
639,Chris Jansen,chris.jànsén530@shop.éu,DE,2025-06-13,,1
640,Drew Kuipers,drew.kuipers13@mail.nl,FR,2024-12-16,2025-09-15,0
640,Drew Kuipers,drew.kuipers13@mail.nl,DE,2025-09-15,,1
641,Eva Kok,eva.kok391@corp.local,NL,2024-12-07,,1
642,Noa Peters,noa.peters244@corp.local,UK,2025-02-03,,1
643,Jamie Willems,jamie.willems876@retail.co.uk,FR,2024-12-10,,1
644,Jamie Maas,jamie.maas507@mail.nl,BE,2025-01-19,,1
